seconds,seat,turn,chairTileErrorPx,stemTileErrorPx,monitorAxisError,keyboardAxisError,member,phase,handMidpointError,standingHeight,seatedBlend,workClock,leftHandError,rightHandError,leftKneeDegrees,rightKneeDegrees,frame,ready
88.518940,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.410188,1.857259,0.000000,0.000000,8.320721,8.499822,153.010000,154.474600,4270,True
88.518970,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4270,True
88.519000,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4270,True
88.568370,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4273,True
88.568440,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.362370,1.857259,0.000000,0.000000,8.304339,8.420485,133.090700,154.893900,4273,True
88.568470,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4273,True
88.568490,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4273,True
88.601700,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4275,True
88.601770,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.322156,1.857259,0.000000,0.000000,8.292256,8.352102,118.952200,154.996800,4275,True
88.601800,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4275,True
88.601820,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4275,True
88.635040,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4277,True
88.635120,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.277266,1.857259,0.000000,0.000000,8.273511,8.281054,112.208500,155.051000,4277,True
88.635150,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4277,True
88.635160,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4277,True
88.684860,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4280,True
88.684940,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.216893,1.857259,0.000000,0.000000,8.255733,8.178150,120.372900,155.664500,4280,True
88.684970,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4280,True
88.684990,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4280,True
88.735000,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4283,True
88.735070,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.158923,1.857259,0.000000,0.000000,8.231175,8.086945,145.512500,156.007300,4283,True
