seconds,clock,member,playerControlled,phase,cell,x,y,destination,stuck,reservationBlocker,movementBlocker,intent,location,interaction,status,pathIndex,pathLength,seat,interactionPhase,termination,staticHere,ready,shopOpen,egressBlocker,egressBlockedAttempts
6.472617,2000-01-03T08:50:00,player,True,Navigating,"(3,2)",1.276061,2.860252,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,9,,None,None,True,True,False,"",0
6.589735,2000-01-03T08:50:00,father,False,Navigating,"(3,9)",-5.731275,5.578808,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
6.589854,2000-01-03T08:50:00,mother,False,Navigating,"(8,7)",1.325910,6.892601,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
6.589940,2000-01-03T08:50:00,older_sister,False,Navigating,"(8,4)",3.953499,5.976748,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,12,,None,None,True,True,False,"",0
6.590015,2000-01-03T08:50:00,player,True,Navigating,"(4,2)",1.379836,2.912140,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,9,,None,None,True,True,False,"",0
6.703678,2000-01-03T08:50:00,father,False,Navigating,"(3,9)",-5.628029,5.630431,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
6.703804,2000-01-03T08:50:00,mother,False,Navigating,"(8,7)",1.222665,6.944224,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
6.703889,2000-01-03T08:50:00,older_sister,False,Navigating,"(8,4)",3.850254,5.925126,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,12,,None,None,True,True,False,"",0
6.703970,2000-01-03T08:50:00,player,True,Navigating,"(4,2)",1.483081,2.963762,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,9,,None,None,True,True,False,"",0
6.814377,2000-01-03T08:50:00,father,False,Navigating,"(3,9)",-5.527237,5.680827,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
6.814510,2000-01-03T08:50:00,mother,False,Navigating,"(8,7)",1.121873,6.994620,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
6.814645,2000-01-03T08:50:00,older_sister,False,Navigating,"(8,4)",3.749462,5.874730,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,12,,None,None,True,True,False,"",0
6.814728,2000-01-03T08:50:00,player,True,Navigating,"(4,2)",1.583873,3.014158,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,9,,None,None,True,True,False,"",0
6.923493,2000-01-03T08:50:00,father,False,Navigating,"(3,9)",-5.428519,5.730186,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
6.923627,2000-01-03T08:50:00,mother,False,Navigating,"(8,7)",1.023156,7.043979,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
6.923717,2000-01-03T08:50:00,older_sister,False,Navigating,"(8,4)",3.650745,5.825371,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,12,,None,None,True,True,False,"",0
6.923793,2000-01-03T08:50:00,player,True,Navigating,"(4,2)",1.682590,3.063517,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,9,,None,None,True,True,False,"",0
7.029491,2000-01-03T08:50:00,father,False,Navigating,"(3,9)",-5.332147,5.778372,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
7.029633,2000-01-03T08:50:00,mother,False,Navigating,"(8,7)",0.926785,7.092165,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
7.029718,2000-01-03T08:50:00,older_sister,False,Navigating,"(8,4)",3.554373,5.777184,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,12,,None,None,True,True,False,"",0
7.029795,2000-01-03T08:50:00,player,True,Navigating,"(4,2)",1.778962,3.111703,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,9,,None,None,True,True,False,"",0
7.132806,2000-01-03T08:50:00,father,False,Navigating,"(3,9)",-5.238250,5.825321,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
7.132927,2000-01-03T08:50:00,mother,False,Navigating,"(8,7)",0.832887,7.139114,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
7.133014,2000-01-03T08:50:00,older_sister,False,Navigating,"(8,4)",3.460476,5.730236,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,12,,None,None,True,True,False,"",0
7.133090,2000-01-03T08:50:00,player,True,Navigating,"(4,2)",1.872859,3.158651,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,9,,None,None,True,True,False,"",0
7.232862,2000-01-03T08:50:00,father,False,Navigating,"(3,9)",-5.127240,5.880825,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
7.232986,2000-01-03T08:50:00,mother,False,Navigating,"(8,7)",0.721878,7.194618,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
7.233074,2000-01-03T08:50:00,older_sister,False,Navigating,"(8,4)",3.349467,5.674731,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,12,,None,None,True,True,False,"",0
7.233149,2000-01-03T08:50:00,player,True,Navigating,"(4,2)",1.983868,3.214156,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,9,,None,None,True,True,False,"",0
7.332917,2000-01-03T08:50:00,father,False,Navigating,"(3,9)",-5.037336,5.925776,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
7.333035,2000-01-03T08:50:00,mother,False,Navigating,"(8,7)",0.631975,7.239570,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
7.333119,2000-01-03T08:50:00,older_sister,False,Navigating,"(8,4)",3.259564,5.629780,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,12,,None,None,True,True,False,"",0
7.333197,2000-01-03T08:50:00,player,True,Navigating,"(4,2)",2.073771,3.259108,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,9,,None,None,True,True,False,"",0
7.456334,2000-01-03T08:50:00,father,False,Navigating,"(3,9)",-4.927108,5.980891,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
7.456454,2000-01-03T08:50:00,mother,False,Navigating,"(8,7)",0.521746,7.294684,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
7.456539,2000-01-03T08:50:00,older_sister,False,Navigating,"(8,4)",3.149334,5.574666,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,12,,None,None,True,True,False,"",0
7.456617,2000-01-03T08:50:00,player,True,Navigating,"(4,2)",2.184001,3.314222,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,9,,None,None,True,True,False,"",0
