frame,seconds,clock,ready,cash,inventory,seats,pointerCommits,member,phase,away,x,y,destination,pathIndex,pathLength,seat,seatDirection,arrivalCount,workFrames,gaitDistance,displacement,staticViolations,interactionViolations,agentPenetrations,bodies,legacyCharacters,legacyFurniture,bgm,sfx,listenerVolume,outputPeak,errors
57,5.754650,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,4.745248,6.372624,(4:9),2,12,,0,0,0,0.657500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
57,5.754726,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,0.588086,2.516265,(8:4),5,9,,0,0,0,0.657500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
59,5.871112,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-6.379918,5.254487,(4:5),3,8,,0,0,0,0.817500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
59,5.871211,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,1.935472,6.745514,(8:11),1,7,,0,0,0,0.817500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
59,5.871294,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,4.602139,6.301070,(4:9),2,12,,0,0,0,0.817500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
59,5.871381,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,0.731194,2.587819,(8:4),5,9,,0,0,0,0.817500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
61,5.981894,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-6.236810,5.326041,(4:5),3,8,,0,0,0,0.977500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
61,5.981983,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,1.792364,6.673960,(8:11),1,7,,0,0,0,0.977500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
61,5.982059,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,4.459031,6.229516,(4:9),2,12,,0,0,0,0.977500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
61,5.982137,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,0.874303,2.659373,(8:4),5,9,,0,0,0,0.977500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
63,6.090969,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-6.093701,5.397595,(4:5),3,8,,0,0,0,1.137500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
63,6.091060,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,1.688335,6.711388,(8:11),6,7,,0,0,0,1.093808,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
63,6.091137,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,4.315923,6.157961,(4:9),5,12,,0,0,0,1.137500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
63,6.091219,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,1.017411,2.730927,(8:4),5,9,,0,0,0,1.137500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
66,6.215610,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-5.907235,5.490828,(4:5),3,8,,0,0,0,1.345975,0.048498,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
66,6.215697,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,1.501869,6.804621,(8:11),6,7,,0,0,0,1.302283,0.048498,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
66,6.215771,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,4.129458,6.064729,(4:9),5,12,,0,0,0,1.345975,0.048498,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
66,6.215846,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,1.203877,2.824161,(8:4),5,9,,0,0,0,1.345975,0.048498,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
70,6.328528,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-5.809752,5.539569,(4:5),3,8,,0,0,0,1.454964,0.029606,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
70,6.328618,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,1.404386,6.853363,(8:11),6,7,,0,0,0,1.411272,0.029606,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
70,6.328692,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,4.031975,6.015987,(4:9),4,12,,0,0,0,1.454964,0.029606,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
70,6.328767,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,1.301360,2.872902,(8:4),4,9,,0,0,0,1.454964,0.029606,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
74,6.445874,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-5.704066,5.592412,(4:5),3,8,,0,0,0,1.573125,0.028977,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
74,6.445963,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,1.298700,6.906205,(8:11),6,7,,0,0,0,1.529433,0.028977,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
74,6.446038,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,3.926289,5.963144,(4:9),4,12,,0,0,0,1.573125,0.028977,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
74,6.446114,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,1.407046,2.925745,(8:4),4,9,,0,0,0,1.573125,0.028977,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
78,6.559288,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-5.601604,5.643643,(4:5),3,8,,0,0,0,1.687681,0.027961,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
78,6.559378,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,1.196238,6.957437,(8:11),6,7,,0,0,0,1.643989,0.027961,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
78,6.559455,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,3.823827,5.911913,(4:9),4,12,,0,0,0,1.687681,0.027961,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
78,6.559530,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,1.509508,2.976976,(8:4),4,9,,0,0,0,1.687681,0.027961,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
82,6.668957,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-5.502708,5.693091,(4:5),3,8,,0,0,0,1.798250,0.026793,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
82,6.669102,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,1.097342,7.006885,(8:11),6,7,,0,0,0,1.754558,0.026793,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
82,6.669187,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,3.724931,5.862465,(4:9),4,12,,0,0,0,1.798250,0.026793,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
82,6.669263,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,1.608404,3.026424,(8:4),4,9,,0,0,0,1.798250,0.026793,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
86,6.775727,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-5.406590,5.741150,(4:5),3,8,,0,0,0,1.905713,0.026626,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
86,6.775813,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,1.001225,7.054944,(8:11),6,7,,0,0,0,1.862021,0.026626,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
86,6.775887,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,3.628813,5.814406,(4:9),4,12,,0,0,0,1.905713,0.026626,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
86,6.775961,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,1.704521,3.074483,(8:4),4,9,,0,0,0,1.905713,0.026626,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
90,6.879636,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-5.313025,5.787931,(4:5),3,8,,0,0,0,2.010321,0.025713,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
90,6.879729,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,0.907660,7.101726,(8:11),6,7,,0,0,0,1.966629,0.025713,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
90,6.879805,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,3.535249,5.767625,(4:9),4,12,,0,0,0,2.010321,0.025713,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
90,6.879879,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,1.798086,3.121266,(8:4),4,9,,0,0,0,2.010321,0.025713,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
94,6.981064,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-5.222142,5.833373,(4:5),3,8,,0,0,0,2.111931,0.024720,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
94,6.981151,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,0.816777,7.147167,(8:11),6,7,,0,0,0,2.068239,0.024720,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
94,6.981226,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,3.444366,5.722183,(4:9),4,12,,0,0,0,2.111931,0.024720,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
94,6.981302,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,1.888969,3.166707,(8:4),4,9,,0,0,0,2.111931,0.024720,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
99,7.102300,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-5.112352,5.888268,(4:5),3,8,,0,0,0,2.234680,0.023680,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
